timestamp,open,close,high,low,volume
2021-01-01 02-00-00,443031.0,446240.0,449222.0,440003.0,350.759182
2021-01-02 02-00-00,446259.0,482664.0,499980.0,442000.0,1104.391253
2021-01-03 02-00-00,482663.0,489034.0,514000.0,475000.0,826.876175
2021-01-04 02-00-00,489194.0,484356.0,502000.0,415002.0,1198.292942
2021-01-05 02-00-00,484327.0,509958.0,513500.0,449999.0,1160.54617
2021-01-06 02-00-00,511197.0,571251.0,572500.0,501000.0,1130.179213
2021-01-07 02-00-00,569507.0,624020.0,644900.0,542350.0,1590.656269
2021-01-08 02-00-00,624145.0,643796.0,656833.0,582694.0,1093.530363
2021-01-09 02-00-00,642254.0,637050.0,652999.0,620000.0,527.654618
2021-01-10 02-00-00,636560.0,604400.0,652400.0,555555.0,1044.728982
2021-01-11 02-00-00,606832.0,516000.0,606832.0,450001.0,2576.063825
2021-01-12 02-00-00,515999.0,536778.0,587000.0,500000.0,1373.108796
2021-01-13 02-00-00,535508.0,587000.0,590000.0,508987.0,997.997578
2021-01-14 02-00-00,585639.0,614326.0,625786.0,569997.0,993.870797
2021-01-15 02-00-00,614329.0,586076.0,623575.0,545100.0,1068.824621
2021-01-16 02-00-00,586082.0,574000.0,599999.0,562500.0,525.034018
2021-01-17 02-00-00,573667.0,567652.0,582499.0,541500.0,429.950572
2021-01-18 02-00-00,567652.0,578114.0,595000.0,555011.0,545.630261
2021-01-19 02-00-00,578118.0,563000.0,590934.0,562982.0,670.361509
2021-01-20 02-00-00,562983.0,549362.0,568922.0,521000.0,869.480518
2021-01-21 02-00-00,549169.0,477600.0,550757.0,469849.0,1227.983529
2021-01-22 02-00-00,479460.0,518500.0,531886.0,450001.0,904.723897
2021-01-23 02-00-00,517674.0,504925.0,530000.0,492000.0,427.605732
2021-01-24 02-00-00,504646.0,504498.0,519841.0,490000.0,353.093556
2021-01-25 02-00-00,504430.0,515106.0,547900.0,503018.0,744.493087
2021-01-26 02-00-00,515105.0,510000.0,524350.0,491000.0,749.133831
2021-01-27 02-00-00,510000.0,481441.0,510002.0,465465.0,867.697215
2021-01-28 02-00-00,483069.0,513981.0,515550.0,475423.0,547.906899
2021-01-29 02-00-00,511998.0,533528.0,585000.0,500000.0,1363.170938
2021-01-30 02-00-00,533538.0,531871.0,543145.0,515193.0,544.847011
2021-01-31 02-00-00,530501.0,519778.0,533000.0,505010.0,405.690694
2021-02-01 02-00-00,519002.0,523734.0,541324.0,508020.0,695.48462
2021-02-02 02-00-00,523746.0,546522.0,555555.0,522501.0,620.518214
2021-02-03 02-00-00,545474.0,576924.0,576924.0,545331.0,628.107421
2021-02-04 02-00-00,575713.0,575316.0,595999.0,564999.0,650.405314
2021-02-05 02-00-00,574946.0,588708.0,589800.0,572555.0,400.794286
2021-02-06 02-00-00,588752.0,597246.0,620000.0,587615.0,603.843928
2021-02-07 02-00-00,597229.0,598000.0,610000.0,577999.0,466.196085
2021-02-08 02-00-00,598000.0,692965.0,695000.0,584998.0,1020.290324
2021-02-09 02-00-00,692972.0,700000.0,739369.0,675008.0,1004.611477
2021-02-10 02-00-00,700407.0,684307.0,715999.0,669000.0,681.639828
2021-02-11 02-00-00,682861.0,712892.0,715000.0,670500.0,517.00914
2021-02-12 02-00-00,712883.0,702064.0,720000.0,695051.0,458.544108
2021-02-13 02-00-00,702427.0,706105.0,709999.0,698201.0,302.488158
2021-02-14 02-00-00,706097.0,722295.0,729823.0,704220.0,363.264983
2021-02-15 02-00-00,722292.0,713009.0,727338.0,691003.0,518.82675
2021-02-16 02-00-00,713059.0,740677.0,755000.0,706236.0,630.560221
2021-02-17 02-00-00,739876.0,782038.0,789448.0,737121.0,629.642599
2021-02-18 02-00-00,784000.0,777162.0,791590.0,771213.0,419.53301
2021-02-19 02-00-00,776874.0,840489.0,845403.0,772008.0,666.700963
2021-02-20 02-00-00,840486.0,865850.0,877677.0,835116.0,555.995227
2021-02-21 02-00-00,865851.0,881045.0,885000.0,858223.0,328.543289
2021-02-22 02-00-00,880205.0,820658.0,881003.0,730888.0,1325.337684
2021-02-23 02-00-00,820274.0,736493.0,820889.0,685000.0,1513.522563
