timestamp,open,close,high,low,volume
2022-01-01 02-00-00,750820.0,771813.0,774556.0,750401.0,67.656156
2022-01-02 02-00-00,771539.0,766552.0,773600.0,756580.0,62.397278
2022-01-03 02-00-00,766576.0,752017.0,767762.0,740006.0,159.564372
2022-01-04 02-00-00,751897.0,750615.0,773000.0,743350.0,217.396336
2022-01-05 02-00-00,750614.0,708003.0,762999.0,691086.0,274.214144
2022-01-06 02-00-00,708001.0,694185.0,714259.0,685794.0,263.468676
2022-01-07 02-00-00,693007.0,663699.0,693794.0,650006.0,346.120012
2022-01-08 02-00-00,663700.0,669123.0,679990.0,645000.0,231.980166
2022-01-09 02-00-00,669379.0,675000.0,688807.0,665700.0,100.808418
2022-01-10 02-00-00,675000.0,670019.0,682449.0,641003.0,358.91076
2022-01-11 02-00-00,670036.0,678819.0,684999.0,661124.0,273.298974
2022-01-12 02-00-00,679613.0,689789.0,696586.0,676000.0,250.052271
2022-01-13 02-00-00,689201.0,672065.0,699551.0,668645.0,296.724866
2022-01-14 02-00-00,672853.0,678976.0,684756.0,660000.0,251.15606
2022-01-15 02-00-00,678997.0,683000.0,691998.0,676000.0,109.158124
2022-01-16 02-00-00,683001.0,680619.0,687477.0,675204.0,74.594862
2022-01-17 02-00-00,680602.0,671619.0,682882.0,661169.0,168.311994
2022-01-18 02-00-00,671024.0,673600.0,676997.0,653251.0,270.197935
2022-01-19 02-00-00,673593.0,654251.0,674083.0,652674.0,201.301642
2022-01-20 02-00-00,654410.0,638824.0,675850.0,636000.0,268.608092
2022-01-21 02-00-00,637079.0,564628.0,644695.0,551315.0,531.425917
2022-01-22 02-00-00,564064.0,543370.0,569493.0,526098.0,487.707774
2022-01-23 02-00-00,543783.0,560941.0,565000.0,537886.0,211.22362
2022-01-24 02-00-00,559845.0,571905.0,585516.0,516388.0,606.821722
2022-01-25 02-00-00,571515.0,576859.0,587635.0,561768.0,461.559896
2022-01-26 02-00-00,577690.0,578680.0,606000.0,570546.0,611.91049
2022-01-27 02-00-00,578590.0,586107.0,587311.0,562385.0,360.250884
2022-01-28 02-00-00,585723.0,598095.0,602881.0,576290.0,272.329945
2022-01-29 02-00-00,597525.0,608547.0,617416.0,594774.0,172.733525
2022-01-30 02-00-00,608884.0,606722.0,612993.0,599629.0,101.301534
2022-01-31 02-00-00,606548.0,605325.0,609528.0,586500.0,264.012777
2022-02-01 02-00-00,605707.0,602641.0,612117.0,593000.0,280.560897
2022-02-02 02-00-00,602616.0,578227.0,605330.0,575001.0,243.130217
2022-02-03 02-00-00,578227.0,581500.0,583847.0,568000.0,241.676665
2022-02-04 02-00-00,581500.0,651063.0,654999.0,577097.0,355.045154
2022-02-05 02-00-00,650933.0,654771.0,673610.0,647057.0,210.446686
2022-02-06 02-00-00,653810.0,667814.0,671387.0,652180.0,96.782152
2022-02-07 02-00-00,667725.0,694155.0,705867.0,657000.0,333.586854
2022-02-08 02-00-00,694532.0,693161.0,721442.0,670005.0,403.577995
2022-02-09 02-00-00,693000.0,692698.0,700000.0,676530.0,249.685012
2022-02-10 02-00-00,692499.0,677608.0,704182.0,675033.0,381.693444
2022-02-11 02-00-00,677608.0,661420.0,687672.0,655808.0,300.776329
2022-02-12 02-00-00,661115.0,660598.0,672750.0,654427.0,151.830799
2022-02-13 02-00-00,660180.0,658979.0,668737.0,656800.0,68.99946
2022-02-14 02-00-00,658896.0,659615.0,665712.0,652500.0,283.540203
2022-02-15 02-00-00,659520.0,688001.0,699980.0,658510.0,314.522739
2022-02-16 02-00-00,687952.0,676874.0,690000.0,671379.0,186.114564
2022-02-17 02-00-00,676946.0,624000.0,680043.0,617543.0,318.117449
2022-02-18 02-00-00,624000.0,620307.0,632488.0,565000.0,350.531693
2022-02-19 02-00-00,619842.0,621237.0,630765.0,617685.0,110.372878
2022-02-20 02-00-00,621999.0,596083.0,621999.0,588000.0,138.262927
2022-02-21 02-00-00,595376.0,579641.0,612328.0,577603.0,326.843514
2022-02-22 02-00-00,580579.0,591710.0,593450.0,569019.0,343.600354
2022-02-23 02-00-00,591341.0,576429.0,605000.0,575000.0,301.203876
2022-02-24 02-00-00,576885.0,598263.0,608306.0,530000.0,679.659531
2022-02-25 02-00-00,598074.0,602500.0,612592.0,580000.0,309.56834
2022-02-26 02-00-00,602500.0,604261.0,614999.0,600114.0,162.795688
2022-02-27 02-00-00,604851.0,590662.0,612699.0,580410.0,215.09967
2022-02-28 02-00-00,590102.0,664200.0,673746.0,585100.0,411.792757
2022-03-01 02-00-00,664200.0,696598.0,704999.0,649999.0,414.58654
2022-03-02 02-00-00,697034.0,688111.0,711000.0,680001.0,302.199714
2022-03-03 02-00-00,687104.0,658043.0,691881.0,650000.0,262.711014
2022-03-04 02-00-00,658042.0,614528.0,659255.0,605753.0,318.579389
2022-03-05 02-00-00,614589.0,622321.0,624395.0,605811.0,152.070581
2022-03-06 02-00-00,622285.0,609940.0,626765.0,602501.0,137.648697
2022-03-07 02-00-00,609411.0,599887.0,620607.0,587101.0,390.707569
2022-03-08 02-00-00,598312.0,608267.0,616950.0,596963.0,333.470019
2022-03-09 02-00-00,608267.0,644111.0,660407.0,607269.0,356.8387
2022-03-10 02-00-00,644190.0,608812.0,647267.0,600010.0,349.200265
2022-03-11 02-00-00,608790.0,597239.0,619887.0,591489.0,312.923075
2022-03-12 02-00-00,596912.0,599600.0,608864.0,595990.0,123.506446
2022-03-13 02-00-00,599248.0,584940.0,607391.0,581444.0,128.372537
2022-03-14 02-00-00,585432.0,615298.0,618499.0,581842.0,286.706364
2022-03-15 02-00-00,615001.0,607303.0,616459.0,594000.0,281.298774
2022-03-16 02-00-00,607301.0,626627.0,644050.0,603184.0,456.220783
2022-03-17 02-00-00,627500.0,625868.0,632302.0,619000.0,228.464939
2022-03-18 02-00-00,625398.0,637557.0,646647.0,615000.0,340.972491
2022-03-19 02-00-00,638582.0,646546.0,649562.0,634721.0,553.087497
2022-03-20 02-00-00,646500.0,631433.0,649500.0,625200.0,348.777964
2022-03-21 02-00-00,631500.0,627772.0,634907.0,621499.0,146.283731
2022-03-22 02-00-00,626855.0,644740.0,659499.0,625358.0,260.997756
2022-03-23 02-00-00,643681.0,649638.0,649761.0,636000.0,214.335289
2022-03-24 02-00-00,649194.0,654766.0,658550.0,643488.0,251.312544
2022-03-25 02-00-00,655081.0,660888.0,673800.0,653180.0,211.288779
2022-03-26 02-00-00,660888.0,667526.0,669737.0,659500.0,102.062481
2022-03-27 02-00-00,667211.0,699124.0,699600.0,665246.0,108.345359
2022-03-28 02-00-00,698673.0,707070.0,720000.0,697235.0,277.923956
2022-03-29 02-00-00,706678.0,707523.0,718927.0,701436.0,216.901775
2022-03-30 02-00-00,707076.0,697000.0,708262.0,695404.0,202.022223
2022-03-31 02-00-00,697661.0,680944.0,709998.0,678000.0,206.092589
2022-04-01 02-00-00,680827.0,691875.0,702418.0,665000.0,198.103899
2022-04-02 02-00-00,691450.0,688900.0,705000.0,685997.0,109.028378
2022-04-03 02-00-00,688913.0,697500.0,709000.0,685000.0,84.25412
2022-04-04 02-00-00,695251.0,695108.0,698801.0,675845.0,172.708876
2022-04-05 02-00-00,694746.0,684219.0,702855.0,681583.0,169.931571
2022-04-06 02-00-00,684219.0,650175.0,685628.0,650000.0,264.715571
2022-04-07 02-00-00,650001.0,654000.0,675000.0,643501.0,184.475747
2022-04-08 02-00-00,654464.0,634656.0,663934.0,633022.0,164.31755
2022-04-09 02-00-00,635615.0,640949.0,640969.0,630500.0,107.372317
2022-04-10 02-00-00,640996.0,634501.0,651517.0,630100.0,98.55484
2022-04-11 02-00-00,633589.0,592255.0,637720.0,589350.0,299.904229
2022-04-12 02-00-00,591901.0,597700.0,610400.0,586005.0,272.013706
2022-04-13 02-00-00,597701.0,612764.0,619999.0,589000.0,227.885077
2022-04-14 02-00-00,612470.0,600443.0,620885.0,595000.0,179.334355
2022-04-15 02-00-00,600352.0,606971.0,609900.0,598290.0,94.033496
2022-04-16 02-00-00,607228.0,605971.0,610000.0,601000.0,69.102849
2022-04-17 02-00-00,605439.0,600104.0,615785.0,598200.0,103.89038
2022-04-18 02-00-00,599920.0,613035.0,618000.0,583096.0,162.099523
2022-04-19 02-00-00,613035.0,633491.0,637079.0,611891.0,198.946503
2022-04-20 02-00-00,633284.0,634572.0,648000.0,628002.0,174.51236
2022-04-21 02-00-00,634505.0,636630.0,669998.0,625052.0,273.249766
2022-04-22 02-00-00,637487.0,632042.0,649900.0,624721.0,171.283315
2022-04-23 02-00-00,632311.0,629646.0,636635.0,627108.0,78.431658
2022-04-24 02-00-00,629644.0,628057.0,634278.0,621267.0,89.501382
2022-04-25 02-00-00,628006.0,645480.0,646938.0,610705.0,243.108573
2022-04-26 02-00-00,645241.0,617550.0,655000.0,610002.0,246.910413
2022-04-27 02-00-00,616934.0,634751.0,640072.0,613478.0,157.837214
2022-04-28 02-00-00,634800.0,646914.0,657300.0,632430.0,266.069687
2022-04-29 02-00-00,646446.0,623993.0,647999.0,616000.0,212.128236
2022-04-30 02-00-00,622771.0,609844.0,627239.0,609844.0,124.35542
2022-05-01 02-00-00,609477.0,621833.0,624355.0,607000.0,83.223192
2022-05-02 02-00-00,621695.0,631800.0,640095.0,620318.0,158.194517
