timestamp,signal,positions,short_mavg,long_mavg,rsi,ma_signal,ma_positions,rsi_signal,rsi_positions,fvg_signal,composite_score,risk_score
2019-05-06,0.0,0.0,79404.33333333333,70752.81666666667,59.41537256948976,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-07,0.0,0.0,79743.36666666667,71260.0,58.042901470522104,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-08,0.0,0.0,80079.7,71763.96666666666,64.78061682331271,1.0,0.0,0.0,0.0,-1.0,-0.20000000298023224,0.0
2019-05-09,0.0,-1.0,80567.16666666667,72312.0,85.89099943067129,1.0,0.0,-1.0,-1.0,-1.0,-0.6000000029802323,0.8589099943067129
2019-05-10,0.0,0.0,81140.36666666667,72933.45,87.85746102449889,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-11,0.0,0.0,82267.16666666667,73778.4,92.0790353043731,1.0,0.0,-1.0,0.0,-1.0,-0.20000000298023224,0.0
2019-05-12,0.0,0.0,83294.23333333334,74575.88333333333,87.11992082256558,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-13,0.0,0.0,84680.33333333333,75564.93333333333,92.51519756838906,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-14,0.0,0.0,86118.16666666667,76588.93333333333,92.69076967473306,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-15,0.0,0.0,87696.46666666666,77635.38333333333,92.94286226043346,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-16,0.0,0.0,89069.8,78609.05,84.39866140701827,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-17,0.0,0.0,90216.5,79465.73333333334,73.39528510698099,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-18,0.0,0.0,91333.26666666666,80328.68333333333,73.00452746782646,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-19,0.0,0.0,92836.86666666667,81390.8,77.82681613558125,1.0,0.0,-1.0,0.0,-1.0,-0.20000000298023224,0.0
2019-05-20,0.0,0.0,94183.1,82403.75,74.45008936487609,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-21,0.0,0.0,95570.53333333334,83410.03333333334,73.66474223215063,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-22,0.0,0.0,96783.06666666667,84354.76666666666,70.02886690395448,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-05-23,0.0,0.0,97956.26666666666,85340.95,69.75122689408403,1.0,0.0,0.0,1.0,0.0,0.4,0.0
2019-05-24,0.0,0.0,99265.23333333334,86390.06666666667,69.34850525953739,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-25,0.0,0.0,100746.63333333333,87447.2,62.401336028830094,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,0.0,0.0,102498.13333333333,88606.96666666666,70.20481772510627,1.0,0.0,-1.0,-1.0,0.0,-0.4,0.0
2019-05-27,0.0,0.0,104319.06666666667,89820.41666666667,65.35869402426239,1.0,0.0,0.0,1.0,0.0,0.4,0.0
2019-05-28,0.0,0.0,106127.56666666667,90997.58333333333,62.144181689575404,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-29,0.0,0.0,107960.2,92165.66666666667,59.338294448913906,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-30,0.0,0.0,109604.5,93262.8,59.838958299529445,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-31,0.0,0.0,111326.26666666666,94443.91666666667,71.79765287750277,1.0,0.0,-1.0,-1.0,0.0,-0.4,0.0
2019-06-01,0.0,0.0,112988.43333333333,95441.7,71.06304808975004,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-06-02,0.0,0.0,114636.3,96445.01666666666,63.96121581871664,1.0,0.0,0.0,1.0,0.0,0.4,0.0
2019-06-03,0.0,0.0,115969.93333333333,97336.0,57.216645551115874,1.0,0.0,0.0,0.0,1.0,0.20000000298023224,0.0
2019-06-04,0.0,0.0,117051.33333333333,98066.4,47.66463832526843,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-05,0.0,0.0,118267.03333333334,98835.68333333333,54.57421729600066,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-06,0.0,0.0,119427.66666666667,99585.51666666666,53.39457716298214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-07,0.0,0.0,120661.33333333333,100370.51666666666,54.172403721784114,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-08,0.0,0.0,121765.66666666667,101166.41666666667,52.63646299465901,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,0.0,0.0,122666.93333333333,101903.65,40.18637695199871,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,0.0,0.0,123194.06666666667,102730.61666666667,38.27568970031659,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-11,0.0,0.0,123745.76666666666,103520.0,37.51749883341111,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-12,0.0,0.0,124023.06666666667,104351.7,43.12249212581438,1.0,0.0,0.0,0.0,-1.0,-0.20000000298023224,0.0
2019-06-13,0.0,0.0,124276.73333333334,105197.45,49.65992626010488,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,0.0,0.0,124634.93333333333,106165.7,52.43226867480309,1.0,0.0,0.0,0.0,-1.0,-0.20000000298023224,0.0
2019-06-15,0.0,0.0,125260.83333333333,107165.31666666667,55.80232865299819,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-16,0.0,0.0,126186.33333333333,108201.41666666667,55.12204180163823,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,0.0,0.0,127236.23333333334,109284.75,69.30717378688452,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-18,0.0,0.0,127738.0,110287.43333333333,74.53253642495379,1.0,0.0,-1.0,-1.0,0.0,-0.4,0.0
2019-06-19,0.0,0.0,128428.8,111305.95,73.6200895077076,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-06-20,0.0,0.0,129201.8,112386.16666666667,74.86913474975722,1.0,0.0,-1.0,0.0,-1.0,-0.20000000298023224,0.0
2019-06-21,0.0,0.0,130405.06666666667,113594.06666666667,78.29999590951854,1.0,0.0,-1.0,0.0,-1.0,-0.20000000298023224,0.0
2019-06-22,0.0,0.0,131795.06666666668,114875.66666666667,82.75453615463307,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-06-23,0.0,0.0,133236.93333333332,116251.08333333333,88.23966591166477,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-06-24,0.0,0.0,134780.6,117763.61666666667,88.52099417931845,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-06-25,0.0,0.0,136379.06666666668,119438.6,93.13098309846252,1.0,0.0,-1.0,0.0,-1.0,-0.20000000298023224,0.0
2019-06-26,0.0,0.0,138329.13333333333,121324.1,94.0480757782217,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2019-06-27,0.0,0.0,139382.66666666666,122755.11666666667,67.9753543546191,1.0,0.0,0.0,1.0,0.0,0.4,0.0
2019-06-28,0.0,0.0,141210.46666666667,124585.33333333333,72.47137083192995,1.0,0.0,-1.0,-1.0,0.0,-0.4,0.0
2019-06-29,0.0,0.0,143047.03333333333,126325.76666666666,69.23224792725327,1.0,0.0,0.0,1.0,0.0,0.4,0.0
2019-06-30,0.0,0.0,144230.5,127778.38333333333,60.4287491195732,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,145241.3,129114.86666666667,56.72320751631558,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-02,0.0,0.0,146234.63333333333,130435.46666666666,59.437502359469974,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-03,0.0,0.0,147998.5,131984.21666666667,63.09270276583174,1.0,0.0,0.0,0.0,-1.0,-0.20000000298023224,0.0
2019-07-04,0.0,0.0,149797.16666666666,133424.25,59.56060311479696,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,0.0,0.0,151267.46666666667,134767.25,54.26162651221769,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-06,0.0,0.0,152876.0,136151.83333333334,53.40604401742823,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-07,0.0,0.0,154474.5,137567.91666666666,53.059602276324405,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,0.0,0.0,156470.53333333333,139118.1,55.390806749204486,1.0,0.0,0.0,0.0,-1.0,-0.20000000298023224,0.0
2019-07-09,0.0,0.0,158686.3,140676.61666666667,53.48853418833206,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,0.0,0.0,160611.2,141902.63333333333,46.10314217689074,1.0,0.0,0.0,0.0,0.0,0.0,0.0
